avgIncome,LatM,LongM,LATB,LONGB,BankCount
81766,32.315128,-85.11348,,,
220330,32.545138,-85.09212,,,
35074,32.733511,-85.55322,,,
79237,32.097363,-88.22647,,,
32299,32.403275,-88.36252,,,
45383,31.891177,-88.28508,,,
22539,32.227905,-88.32468,,,
9731,31.970871,-88.34902,,,
11048,32.209381,-88.05965,,,
29117,31.779344,-88.30045,,,
19244,31.96958,-88.18661,,,
7573,32.304709,-88.17081,,,
33188,32.487726,-88.2679,,,
17417919,#N/A,#N/A,,,
591509,61.216799,-149.87828,,,
843207,61.153693,-149.95932,,,
464022,61.19026,-149.89341,,,
1022291,61.204466,-149.74633,,,
80041,61.261518,-149.66336,,,
135038,61.224384,-149.77461,,,
1336354,61.154834,-149.82865,,,
814168,61.203953,-149.8144,,,
923255,61.122943,-149.88852,,,
1181662,61.101142,-149.77311,,,
570076,61.188276,-149.93438,,,
314161,61.156565,-149.88335,,,
15350,60.973454,-149.4583,,,
54316,59.798363,-151.73566,,,
302035,61.413717,-149.42644,,,
8615,60.23458,-151.3934,,,
11726,60.484146,-149.78153,,,
23505,61.832347,-145.2308,,,
980374,61.310222,-149.51689,,,
10618,62.667589,-144.49059,,,
33575,62.12042,-145.58592,,,
308774,59.665074,-151.4493,,,
4108,60.911003,-149.62708,,,
66374,60.318451,-151.28948,,,
388829,60.587598,-151.23355,,,
361184,57.74663,-152.51142,,,
6740,60.499602,-149.40247,,,
28239,59.992821,-151.54194,,,
754903,61.598203,-149.04109,,,
963024,61.580187,-149.48821,,,
137516,60.151652,-149.41271,,,
504805,60.489536,-151.02091,,,
92736,60.532394,-150.74033,,,
33143,61.751348,-148.69632,,,
40534,62.298254,-149.87542,,,
156132,61.128176,-146.2357,,,
64026,61.796774,-150.07792,,,
416326,64.83507,-147.72045,,,
43035,64.661627,-147.02121,,,
111023,64.827164,-147.6265,,,
523364,64.777233,-147.3649,,,
703288,64.854937,-147.87406,,,
310476,64.926041,-147.49573,,,
24418,64.464105,-146.91648,,,
108208,63.978355,-145.4623,,,
32727,64.010218,-149.10712,,,
17801,64.560888,-149.07674,,,
37175,63.341767,-142.93704,,,
719689,58.358599,-134.54749,,,
70700,58.276192,-134.39781,,,
63791,59.279037,-135.6122,,,
256830,57.064376,-135.3227,,,
352103,55.368644,-131.6762,,,
134493352,#N/A,#N/A,,,
188989,33.451143,-112.07838,,,
188170,33.451093,-112.07057,,,
296261,33.466392,-112.04875,,,
204821,33.449995,-112.09024,,,
631273,33.466393,-112.0008,,,
469806,33.45635,-112.12378,,,
272154,33.505251,-112.0703,,,
492533,33.50711,-112.08483,,,
523003,33.511325,-112.05711,,,
498163,33.50689,-112.10262,,,
1320817,33.503742,-112.03235,,,
349734,33.514092,-112.12285,,,
1655603,33.498076,-111.98603,,,
302301,33.511992,-112.1417,,,
900446,33.563663,-112.05519,,,
783747,33.559437,-112.09281,,,
1143290,33.630497,-112.0521,,,
740293,33.638271,-112.09341,,,
609989,33.675564,-112.04717,,,
698886,33.698731,-112.11429,,,
838268,33.585037,-112.00815,,,
651417,33.598841,-112.12023,,,
283656,33.493496,-112.17108,,,
1289474,33.62414,-112.00416,,,
504735,33.496091,-112.21405,,,
60265,33.437772,-112.0281,,,
455838,33.472492,-112.1875,,,
586254,33.493006,-112.25539,,,
300276,33.393323,-112.02857,,,
716521,33.386995,-112.10076,,,
649538,33.381234,-112.027663,,,
418685,33.435405,-112.20009,,,
1289241,33.333591,-111.99246,,,
333107,33.29974,-112.09812,,,
1368713,33.302098,-112.02477,,,
947785,33.683603,-111.99271,,,
527047,33.559783,-112.13361,,,
502262,33.629911,-112.13122,,,
210625,33.689558,-111.96463,,,
592951,33.276539,-112.18717,,,
595900,33.77776,-112.07945,,,
1118470,33.831866,-112.06339,,,
199474,33.921493,-112.09992,,,
359887,33.276539,-112.18717,,,
340888,33.276539,-112.18717,,,
334776,33.276539,-112.18717,,,
746605,33.276539,-112.18717,,,
178936,33.427135,-111.758483,,,
122006,33.427135,-111.758483,,,
260124,33.427135,-111.758483,,,
37723,33.427135,-111.758483,,,
596729,33.427135,-111.758483,,,
291696,33.427135,-111.758483,,,
496017,33.427135,-111.758483,,,
4204,33.427135,-111.758483,,,
1030213,33.427135,-111.758483,,,
526323,33.427135,-111.758483,,,
35239,33.427135,-111.758483,,,
28133,33.427135,-111.758483,,,
36337,33.427135,-111.758483,,,
22245,33.427135,-111.758483,,,
38425,33.427135,-111.758483,,,
113868,33.427135,-111.758483,,,
594978,33.432177,-111.84701,,,
675340,33.381097,-111.8756,,,
629626,33.437493,-111.806,,,
857359,33.400127,-111.78594,,,
845668,33.426932,-111.71686,,,
645935,33.400306,-111.72452,,,
1211518,33.436767,-111.64338,,,
514387,33.393967,-111.64302,,,
789159,33.393967,-111.64302,,,
505735,33.391233,-111.84129,,,
540228,33.35035,-111.64535,,,
813654,33.434192,-111.76892,,,
458380,33.479868,-111.6935,,,
5151,32.878138,-111.73499,,,
15108,32.749664,-111.68022,,,
1128550,33.328951,-111.8735,,,
1355634,33.316349,-111.83064,,,
1178507,33.312208,-111.93177,,,
1027199,33.348593,-111.80833,,,
1323464,33.36344,-111.75093,,,
5572,33.227266,-111.61087,,,
1202599,33.239097,-111.86355,,,
1417020,33.237229,-111.8004,,,
572474,33.521433,-111.90944,,,
1111004,33.494152,-111.92079,,,
3022374,33.544596,-111.95645,,,
1896057,33.617504,-111.95416,,,
3016179,33.697268,-111.88321,,,
82681,33.491302,-111.83509,,,
580723,33.467347,-111.91741,,,
1145181,33.566635,-111.89337,,,
1440276,33.596995,-111.82628,,,
1567831,33.606004,-111.88699,,,
1058415,33.798581,-111.8708,,,
94206,33.722594,-111.67915,,,
36244,33.617643,-111.67554,,,
778324,33.276539,-112.18717,,,
887655,33.604811,-111.72852,,,
698569,33.426885,-111.92733,,,
978069,33.394067,-111.92873,,,
1000759,33.365951,-111.93155,,,
960868,33.338333,-111.92962,,,
1132846,33.850506,-112.05927,,,
1003978,32.945838,-110.72198,,,
1056260,33.319722,-111.76078,,,
723181,33.272322,-111.714171,,,
678608,33.272322,-111.714171,,,
598403,33.534128,-112.1767,,,
594088,33.568143,-112.17699,,,
407523,33.528166,-112.22189,,,
572375,33.594069,-112.17531,,,
229247,33.529373,-112.25225,,,
468423,33.624546,-112.1767,,,
144509,33.529314,-112.30607,,,
1714275,33.657722,-112.17825,,,
10288,33.533985,-112.37688,,,
650394,33.701173,-112.17614,,,
49608,32.331853,-112.78694,,,
10920,33.274422,-112.78934,,,
513789,33.454441,-112.32401,,,
41964,34.10865,-112.10088,,,
742228,33.354418,-112.56941,,,
980921,33.789204,-111.96301,,,
6672,32.921712,-113.45703,,,
423423,33.596823,-112.32364,,,
32130,32.971684,-112.7946,,,
940007,33.430922,-112.38482,,,
690886,33.352795,-112.16752,,,
747717,33.50835,-112.40523,,,
24445,33.939162,-112.49976,,,
139732,34.100704,-114.30462,,,
899541,33.573602,-112.23984,,,
10284,32.744976,-113.85421,,,
20084,33.730443,-113.62376,,,
191443,32.58193,-114.71199,,,
522782,33.60642,-112.28316,,,
701605,33.426423,-112.28299,,,
83844,33.452432,-113.01652,,,
242638,33.569705,-112.44792,,,
53042,32.676125,-114.13546,,,
98146,33.739904,-112.59778,,,
82789,33.588225,-112.30263,,,
1118832,32.704499,-114.64644,,,
811757,32.700018,-114.52671,,,
329123,32.654701,-114.40884,,,
359049,33.66156,-112.28931,,,
858846,33.643508,-112.38502,,,
725068,33.683352,-112.36474,,,
788779,33.616888,-112.40158,,,
641862,33.60864,-112.22791,,,
1004273,33.689869,-112.24838,,,
1308144,33.700837,-112.244827,,,
263801,33.276539,-112.18717,,,
461865,33.276539,-112.18717,,,
131549,33.961122,-112.76952,,,
727457,33.961122,-112.76952,,,
705412,33.580089,-112.246311,,,
331381,33.580089,-112.246311,,,
133176,33.53457,-110.75681,,,
38170,33.122043,-109.2841,,,
33303,32.731748,-109.11471,,,
41918,33.383937,-110.90026,,,
77105,33.044523,-109.32904,,,
377154,34.243578,-111.28137,,,
19139,33.262553,-110.5231,,,
51822,32.90375,-109.84995,,,
55959,34.394226,-111.46865,,,
6792,33.624008,-111.01062,,,
234507,32.800222,-109.69052,,,
114100,32.816055,-109.76487,,,
164956,32.010164,-110.3182,,,
115526,31.406229,-109.8958,,,
13999,32.054694,-109.81342,,,
172196,31.382775,-109.55035,,,
16062,31.724946,-109.64646,,,
18385,31.588594,-110.51857,,,
49229,31.541437,-110.30004,,,
519034,31.857504,-111.00904,,,
234836,31.429017,-110.23013,,,
93239,31.684819,-110.34743,,,
16608,31.536321,-109.67608,,,
21996,32.70874,-110.63925,,,
268069,31.37737,-110.9264,,,
209189,31.853334,-110.932803,,,
82147,32.625543,-110.77201,,,
27446,31.504439,-110.70794,,,
32430,31.911838,-109.7723,,,
533146,31.939718,-110.97527,,,
43042,31.898039,-110.21803,,,
48401,32.597198,-110.60293,,,
9827,32.048448,-109.19635,,,
66990,31.998543,-111.93712,,,
741327,31.562546,-110.24288,,,
55525,31.733433,-110.66869,,,
32446,31.714525,-110.06684,,,
17120,31.586392,-111.0416,,,
617828,32.00196,-110.67442,,,
99851,32.356537,-109.88461,,,
28762,31.718671,-111.09908,,,
293635,31.488579,-110.98926,,,
428820,31.492003,-110.24699,,,
227291,32.454488,-111.26232,,,
302961,31.880077,-109.754263,,,
87367,32.216743,-110.9696,,,
860967,32.32764,-110.98801,,,
551210,32.260316,-110.98534,,,
531408,32.128649,-110.92497,,,
48560,32.196846,-110.89189,,,
985289,32.213291,-110.82559,,,
646923,32.216326,-110.88511,,,
558013,32.249551,-110.8878,,,
499025,32.194909,-110.9757,,,
145006,32.170277,-110.95525,,,
563510,32.247175,-110.82864,,,
558593,32.242275,-110.92533,,,
1621365,32.31346,-110.92282,,,
527508,32.240625,-110.94791,,,
685841,32.179227,-110.81032,,,
171857,32.13918,-111.23968,,,
49927,31.979764,-111.29398,,,
777998,32.417144,-110.96354,,,
526505,32.521096,-110.9087,,,
643119,32.338126,-111.04259,,,
672928,32.385588,-111.05582,,,
705177,32.335122,-111.14888,,,
797247,32.242724,-111.0209,,,
572698,32.126223,-111.04599,,,
591085,32.109302,-110.77573,,,
559201,32.216926,-110.76851,,,
815681,32.299275,-110.74419,,,
1231725,32.292078,-110.84384,,,
582401,31.970131,-111.890713,,,
404847,31.970131,-111.890713,,,
238941,31.970131,-111.890713,,,
204512,34.271427,-110.03676,,,
12788,33.836157,-109.19785,,,
24685,34.448733,-109.7114,,,
70356,34.109777,-109.34532,,,
19861,34.563994,-110.55929,,,
138069,34.162407,-109.9952,,,
117680,34.121008,-109.91503,,,
56197,34.558663,-109.40254,,,
118411,34.560896,-110.03633,,,
47429,34.094597,-109.22291,,,
912167,35.279872,-111.72256,,,
766789,35.253002,-111.44851,,,
23285,36.844685,-112.47107,,,
15931,34.690846,-111.16676,,,
78682,34.936261,-110.14698,,,
3573,36.618595,-111.85444,,,
38615,36.507554,-110.86804,,,
93527,35.378832,-112.23657,,,
166437,35.258309,-110.53128,,,
472763,34.589477,-112.44726,,,
428894,34.515939,-112.45399,,,
508574,34.70062,-112.63753,,,
475935,34.621743,-112.32176,,,
146272,34.621743,-112.32176,,,
48909,34.543627,-113.11473,,,
168667,34.556478,-111.84375,,,
282070,34.765452,-112.45931,,,
79520,34.767841,-112.06438,,,
111060,34.718836,-111.90168,,,
374991,34.723788,-112.01002,,,
180203,34.533237,-112.20644,,,
22415,34.426513,-112.6261,,,
65338,34.339938,-112.13612,,,
55683,34.910591,-112.46252,,,
57546,34.653475,-111.75103,,,
382776,34.876638,-111.80666,,,
177980,34.782453,-111.76764,,,
419268,35.25925,-113.95225,,,
241824,34.483582,-114.33694,,,
269776,34.546899,-114.32546,,,
467974,34.469945,-114.27861,,,
335946,34.469945,-114.27861,,,
108445,35.190896,-114.24036,,,
208536,35.013495,-114.58524,,,
126755,35.172854,-114.54696,,,
17861,35.482227,-113.5121,,,
24141,34.782526,-114.4663,,,
89547,34.888406,-114.57354,,,
16621,35.607935,-114.30203,,,
401030,35.097719,-114.59734,,,
13796,35.950442,-114.07783,,,
4506,35.605301,-113.642712,,,
19299,36.88092,-109.33634,,,
54959509,#N/A,#N/A,,,
169498,34.215648,-91.98841,,,
318180,34.261359,-92.09592,,,
576288,34.189398,-92.04495,,,
8786,33.580919,-92.26477,,,
221964,33.125032,-91.97037,,,
41288,33.525266,-91.47922,,,
90774,33.900515,-91.50041,,,
32568,33.118147,-91.26107,,,
9194,33.375479,-91.86188,,,
15280,34.004537,-91.5784,,,
15516,34.110042,-91.70488,,,
108986,33.224814,-91.79176,,,
23491,33.384421,-92.14897,,,
16420,33.914079,-92.33251,,,
90331,33.351501,-91.27133,,,
76042,33.628723,-91.38236,,,
222181,33.62086,-91.76272,,,
7363,33.323463,-91.54633,,,
14328,33.736301,-92.18447,,,
3777,33.133126,-91.53103,,,
18399,33.236401,-91.47982,,,
104993,33.941582,-92.14575,,,
120430,33.945654,-91.83957,,,
20490,33.737729,-91.41876,,,
128691,33.608004,-92.08101,,,
10365,33.873022,-91.24235,,,
29398,33.592313,-91.93607,,,
8974,33.059255,-91.55866,,,
313462,33.578096,-92.81368,,,
37726,33.733334,-92.64664,,,
6981,34.058224,-92.56519,,,
18718,33.686264,-93.01966,,,
761829,33.218456,-92.64911,,,
28938,33.091077,-93.18468,,,
76647,33.834201,-92.43421,,,
55754,33.913838,-93.13855,,,
49488,33.521575,-92.47898,,,
13995,33.050688,-92.18501,,,
46011,33.067477,-92.76449,,,
15964,33.397936,-92.77116,,,
11181,33.362351,-93.20045,,,
266681,33.249608,-93.20427,,,
8048,33.325889,-92.90485,,,
56700,33.350296,-92.7379,,,
25022,33.91855,-92.80484,,,
27689,33.4125,-93.06263,,,
30224,33.123334,-92.34988,,,
9445,33.741892,-92.48834,,,
44984,33.34937,-93.31176,,,
193531,33.657969,-93.59486,,,
140851,33.675597,-94.13465,,,
8447,33.867903,-93.57136,,,
14973,33.102083,-93.67372,,,
11118,33.378452,-93.43692,,,
131880,34.038226,-94.33597,,,
31664,34.152505,-94.03786,,,
18757,33.09863,-93.95261,,,
18011,33.70485,-93.46779,,,
41947,33.731908,-94.38751,,,
73793,33.271824,-93.85202,,,
13185,33.638783,-93.80828,,,
2669,33.312764,-93.71734,,,
10230,34.163393,-94.3049,,,
31679,33.927425,-94.30834,,,
30653,33.326251,-93.58986,,,
34675,33.961768,-94.14717,,,
8583,33.920355,-93.63751,,,
28263,33.859173,-93.92692,,,
154428,33.985613,-93.85214,,,
6646,33.582879,-94.01151,,,
647108,33.428618,-93.99236,,,
8043,33.865305,-93.7512,,,
80603,33.806886,-93.36595,,,
20693,33.551439,-93.28269,,,
6368,33.740704,-93.91747,,,
34419,33.35996,-93.49293,,,
36698,33.108043,-93.47283,,,
9951,33.761309,-93.71273,,,
10590,33.865609,-94.38408,,,
502047,34.506487,-93.01941,,,
478989,34.657742,-92.9811,,,
830102,34.47056,-93.08805,,,
36811,34.257603,-93.45822,,,
248865,34.111837,-93.05585,,,
74572,34.285033,-93.19533,,,
18422,34.397266,-93.4063,,,
6867,34.373399,-93.70591,,,
20318,34.398483,-94.39398,,,
20783,34.082845,-93.51733,,,
27756,34.254277,-92.95971,,,
66574,34.320028,-93.5993,,,
7592,34.24238,-94.35535,,,
17497,34.496472,-94.3691,,,
23845,34.727093,-93.03315,,,
12414,34.251107,-93.76005,,,
205359,34.588479,-94.21567,,,
23855,34.663502,-93.23591,,,
50072,34.571277,-93.58361,,,
37457,34.118589,-93.69401,,,
9360,34.229742,-93.88694,,,
14984,34.480095,-93.72298,,,
11700,34.606137,-93.82391,,,
11400,34.072187,-93.33704,,,
63654,34.424114,-93.24096,,,
4760,34.655204,-93.73748,,,
79029,34.522254,-93.25662,,,
3926,34.679542,-93.61788,,,
6188,34.669401,-93.4857,,,
5464,34.299569,-94.03479,,,
5434,34.381056,-94.19716,,,
16089,34.302177,-94.35083,,,
5935,35.058503,-92.88762,,,
291466,34.644387,-92.50223,,,
14893,34.403216,-91.40953,,,
16179,34.252213,-91.7679,,,
2666,35.569503,-91.10435,,,
35261,35.251768,-91.35603,,,
157200,34.998573,-91.98417,,,
103900,35.321261,-91.54989,,,
76249,34.523858,-92.46989,,,
220759,35.095774,-91.90636,,,
39170,35.452494,-92.36279,,,
478036,34.564734,-92.59562,,,
60161,34.993579,-92.62183,,,
8720,34.864607,-91.40408,,,
596322,34.804791,-92.28925,,,
54049,35.461798,-91.46353,,,
57884,34.867846,-91.19271,,,
338940,34.606079,-92.49472,,,
790233,34.967043,-92.03537,,,
67508,34.776306,-91.74635,,,
10772,35.043093,-93.00689,,,
5561,34.505369,-91.30213,,,
28164,35.365909,-92.57876,,,
25584,34.697068,-91.29347,,,
11143,35.423473,-92.67942,,,
115859,35.586064,-92.48355,,,
538453,35.075467,-92.43401,,,
987750,35.074617,-92.444426,,,
7480,35.011873,-91.25449,,,
37723,35.339128,-92.4036,,,
38517,34.955641,-91.52399,,,
20897,34.745671,-91.46945,,,
88977,34.283347,-91.32515,,,
14657,35.624351,-92.16056,,,
23658,35.141743,-92.07641,,,
66120,34.53785,-91.92159,,,
18192,35.220931,-92.21721,,,
7334,35.814005,-92.32243,,,
16154,34.109348,-91.36875,,,
18258,34.14741,-92.31641,,,
318145,35.236993,-92.37573,,,
9279,35.091184,-91.58451,,,
11367,35.311481,-92.27505,,,
30069,35.320423,-92.7496,,,
38595,34.781079,-91.59288,,,
104897,34.52109,-92.29743,,,
46872,35.564065,-92.1649,,,
7337,35.169853,-91.70833,,,
17209,34.584347,-91.14873,,,
26534,35.023369,-92.71047,,,
8847,34.516932,-91.76502,,,
18326,34.396301,-91.66201,,,
606531,34.879419,-92.12244,,,
14311,34.401717,-92.20272,,,
9347,35.567694,-92.82756,,,
116980,35.319143,-91.65148,,,
19297,35.233947,-91.67048,,,
15242,34.17618,-92.65463,,,
187299,34.7964,-91.90949,,,
25068,34.581202,-92.8236,,,
40966,35.598238,-92.26358,,,
53603,35.224432,-91.15291,,,
41000,35.125583,-91.82508,,,
222789,34.598551,-92.38169,,,
333375,34.364093,-92.8146,,,
103181,34.969848,-92.42483,,,
201752,35.156491,-92.75858,,,
25309,35.227869,-92.13033,,,
137348,35.586065,-91.24695,,,
701338,34.854746,-92.39981,,,
103435,34.763924,-92.26463,,,
682336,34.799541,-92.24764,,,
167211,34.777238,-92.17913,,,
381079,34.813269,-92.30229,,,
785315,34.855962,-92.21997,,,
44878,35.432905,-91.81901,,,
33232,34.774077,-92.7549,,,
13329,35.056424,-92.79432,,,
61770,34.965699,-92.86841,,,
36744,35.155206,-92.61975,,,
13545,34.32012,-92.63984,,,
23510,34.330808,-92.54349,,,
7471,35.638247,-92.06612,,,
89040,35.402236,-92.20204,,,
67007,34.443452,-92.1854,,,
7107,34.640886,-91.3892,,,
97544,34.880442,-92.55142,,,
31897,35.230036,-92.01106,,,
45284,35.341123,-92.06141,,,
4945,34.383661,-91.15428,,,
5822,35.51921,-92.66488,,,
61786,34.689349,-92.07792,,,
628121,35.239022,-91.73776,,,
241487,34.31985,-92.39319,,,
6439,34.352844,-91.98078,,,
34272,35.619538,-92.32589,,,
11413,35.284619,-92.6754,,,
28330,35.290158,-92.55715,,,
221798,34.479852,-91.53854,,,
4166,34.061917,-91.24828,,,
26122,34.433276,-92.66087,,,
4888,34.434204,-91.98585,,,
178324,35.102318,-92.22148,,,
4199,34.351954,-91.77681,,,
135805,35.008529,-91.92244,,,
8515,35.505158,-91.87084,,,
7649,35.163915,-92.45297,,,
48161,34.745692,-92.27987,,,
210290,34.739224,-92.27765,,,
438113,34.729159,-92.34019,,,
592156,34.752391,-92.3355,,,
345108,34.690671,-92.26865,,,
655283,34.771291,-92.34242,,,
362147,34.674192,-92.35557,,,
335136,34.71542,-92.47087,,,
699039,34.749723,-92.41345,,,
719009,34.783505,-92.40807,,,
1137709,34.796399,-92.46821,,,
446703,34.771024,-92.37117,,,
340310,35.150009,-90.17636,,,
364095,35.925991,-89.91767,,,
28105,35.387053,-90.76307,,,
31612,35.111687,-90.8989,,,
24611,35.232817,-90.33123,,,
8240,35.601699,-90.20386,,,
34459,35.266812,-90.46421,,,
18338,34.305697,-90.85597,,,
163706,35.010683,-90.78048,,,
85823,34.485028,-90.64636,,,
8825,35.079258,-90.46399,,,
9459,35.396138,-90.99703,,,
30511,34.935197,-90.44153,,,
12638,35.512756,-90.14514,,,
34556,35.624419,-90.3249,,,
33095,34.554466,-90.76901,,,
12338,35.777085,-89.89214,,,
80492,34.764904,-90.77793,,,
335733,35.200501,-90.20234,,,
38373,35.534421,-90.41892,,,
31084,34.550982,-90.94433,,,
22883,34.805649,-91.00582,,,
113574,35.696385,-90.02631,,,
26837,34.981162,-90.96503,,,
14575,35.292009,-90.5875,,,
9442,34.554559,-90.84231,,,
29874,35.102775,-90.31884,,,
11037,35.375704,-90.22848,,,
25278,35.473821,-90.36077,,,
101691,34.546274,-90.65869,,,
6176,34.929287,-91.09866,,,
7340,35.05102,-90.63521,,,
33577,35.585875,-90.04742,,,
226119,35.229779,-90.83237,,,
870237,35.844795,-90.68443,,,
611734,35.781707,-90.74506,,,
5539,35.930405,-91.07664,,,
30915,35.747274,-90.569,,,
8614,36.128323,-90.69114,,,
5944,36.323353,-90.81054,,,
6615,35.823762,-90.37402,,,
15942,36.120567,-91.15045,,,
79745,35.927057,-90.79589,,,
55313,35.92007,-90.57059,,,
21821,35.755308,-90.32581,,,
7028,35.786094,-90.97073,,,
67214,36.410344,-90.56479,,,
6094,36.21405,-90.74383,,,
6655,35.49293,-90.95873,,,
5088,36.334551,-90.19067,,,
86251,35.555062,-90.71725,,,
32126,36.042319,-90.99827,,,
26575,36.21601,-91.15872,,,
5780,36.315305,-90.57906,,,
13549,36.205251,-90.49913,,,
46660,35.82847,-90.44247,,,
40310,35.941576,-90.22683,,,
5072,35.995653,-91.26055,,,
76275,35.83821,-90.17029,,,
38421,36.179815,-90.39082,,,
22277,36.422163,-90.88239,,,
31602,35.910391,-90.34016,,,
571785,36.065711,-90.5102,,,
71245,36.393325,-90.20277,,,
174228,36.304912,-91.0141,,,
8950,36.438645,-90.30302,,,
8230,36.065739,-91.15181,,,
11890,36.20619,-91.27997,,,
8305,36.322642,-91.22327,,,
54102,36.260606,-90.28187,,,
16720,36.051063,-91.28209,,,
11522,35.961971,-91.33713,,,
4336,36.460317,-90.70524,,,
14398,35.821708,-91.1314,,,
112976,35.623029,-90.52742,,,
35891,35.731301,-91.20318,,,
93286,36.068015,-90.94429,,,
9049,36.464979,-91.053,,,
23930,35.62608,-90.89575,,,
17966,36.279796,-91.37245,,,
419616,35.78108,-91.63835,,,
22926,36.225645,-91.75019,,,
37201,36.24564,-91.63703,,,
4491,36.126021,-91.96619,,,
32095,36.132092,-92.16638,,,
2912,36.388724,-91.7353,,,
60035,35.956342,-91.53548,,,
6910,35.819494,-91.45128,,,
12528,35.648717,-91.84428,,,
6834,35.836565,-91.30334,,,
9750,35.733939,-91.68913,,,
2165,36.245162,-92.12962,,,
52133,36.294732,-91.55777,,,
29984,35.615841,-91.9451,,,
9458,36.317264,-92.17314,,,
20486,36.088921,-91.59919,,,
4296,35.965754,-92.2303,,,
18968,35.588979,-91.74043,,,
6683,36.155897,-91.75644,,,
10930,36.428401,-92.23701,,,
6147,36.427702,-92.11109,,,
5263,36.327307,-91.72234,,,
44998,36.303556,-91.48573,,,
242222,35.489516,-92.02327,,,
8920,36.388751,-92.20206,,,
14954,35.710614,-91.7639,,,
32867,36.445205,-91.5553,,,
53094,36.035962,-91.92696,,,
115676,35.863114,-92.11108,,,
13425,35.959567,-91.76948,,,
31314,35.725631,-91.42605,,,
7105,35.623263,-91.44076,,,
8552,36.204582,-91.92355,,,
7501,36.186879,-92.08691,,,
3343,35.819261,-91.88291,,,
27634,35.561834,-91.62566,,,
4823,36.085113,-91.46586,,,
7138,35.643961,-91.55966,,,
4835,36.058198,-91.80836,,,
61246,36.359511,-91.83303,,,
8424,36.033231,-91.70461,,,
20824,35.785607,-91.47502,,,
19400,35.555144,-91.99286,,,
18375,36.400178,-91.98711,,,
6368,36.136468,-91.82757,,,
460258,36.236984,-93.09345,,,
23833,36.272469,-93.31302,,,
148957,36.350821,-93.56324,,,
31092,36.380815,-92.5856,,,
11600,36.484192,-92.29736,,,
5858,36.0717,-93.35157,,,
20448,36.276949,-92.53279,,,
8507,35.839126,-93.27737,,,
6640,35.755793,-92.54556,,,
73330,36.443322,-93.77474,,,
74187,36.392122,-93.7476,,,
20483,36.150276,-92.89576,,,
69987,36.263145,-92.57635,,,
49982,36.297345,-92.48429,,,
91632,36.327014,-93.40111,,,
4675,36.021569,-92.48605,,,
4147,36.000804,-93.01818,,,
28980,35.979619,-93.23783,,,
